leadScore,leadType,isBroker,isInvestor,isWorkOpportunity,businessName,contactName,email,phone,website,city,state,country,address,category,tags,rating,reviewCount,description,source,googleMapsUrl,listingUrl,notes,commissionPitch,scrapedAt
Medium,general,false,false,false,Fiesta Banana,,fiestaba@prodigy.net.mx,9848030201,https://hotelbanana.net/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6335136,-87.0676056",https://www.openstreetmap.org/node/833661728,Send intro email to fiestaba@prodigy.net.mx,"Hola Fiesta Banana, espero que estés bien. Me dirijo a ti desde Recrea Construction, una empresa de construcción premium con presencia en la Riviera Maya. Entiendo que como parte del equipo de Fiesta Banana | Hotel en Playa del Carmen, debes estar atento a las oportunidades de crecimiento y desarrollo en el sector inmobiliario y de construcción. En Recrea Construction, ofrecemos servicios de construcción personalizados y de alta calidad, desde diseño hasta entrega de proyectos. Me gustaría conversar contigo sobre cómo podemos apoyar tus necesidades de construcción. ¿Podríamos agendar una reunión o conversar por WhatsApp para explorar oportunidades de colaboración? Recrea Construction Riviera Maya",2026-03-14T01:29:14.353Z
High,work,false,false,true,Quinta Palmera Hotel Boutique,,info@hotelquintapalmera.com,9848035007,http://www.quintapalmera.com,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6330466,-87.0679087",https://www.openstreetmap.org/node/846187843,Email info@hotelquintapalmera.com — offer construction quote for their project,"Hola Quinta Palmera Hotel Boutique, espero que todo esté saliendo bien con su proyecto de construcción en Playa del Carmen. Me dirijo a usted porque en Recrea Construction nos especializamos en brindar servicios de construcción de alta calidad en la Riviera Maya. Me gustaría ofrecerle una cotización gratuita y personalizada para su proyecto, para que puedan comparar nuestros servicios y precios. ¿Le gustaría discutir más a fondo sobre cómo podemos ayudarles? Puede responder a este mensaje de WhatsApp o podemos programar una reunión en su hotel boutique. Estoy a su disposición. Recrea Construction Riviera Maya",2026-03-14T01:29:15.149Z
Medium,general,false,false,false,D' Angelos,,dangeloshotel@gmail.com,9848033839,http://www.dangeloshotel.com.mx,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6349373,-87.066399",https://www.openstreetmap.org/node/846187849,Send intro email to dangeloshotel@gmail.com,"Hola D' Angelos, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con presencia en la Riviera Maya. Entendemos que como propietario de D' Angelos | Hotel en Playa del Carmen, busca siempre ofrecer la mejor experiencia a sus clientes. En Recrea Construction, nos especializamos en proyectos de construcción y remodelación de alta calidad, que podrían ser de interés para su negocio. Me gustaría conversar con usted sobre cómo podemos ayudar a D' Angelos | Hotel a mejorar o expandir sus instalaciones. ¿Podríamos agendar una reunión o conversar por WhatsApp para explorar oportunidades? 

Recrea Construction Riviera Maya",2026-03-14T01:29:15.920Z
Medium,general,false,false,false,Castillo Del Mar,,cdelmar2002@prodigy.net.mx,9848032508,http://www.hotelesdemar.com.mx,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6319747,-87.0686236",https://www.openstreetmap.org/node/851946858,Send intro email to cdelmar2002@prodigy.net.mx,"Hola Castillo Del Mar, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con presencia en la Riviera Maya. Entendemos que como parte del equipo de Castillo Del Mar | Hotel en Playa del Carmen, está involucrado en proyectos de construcción y desarrollo inmobiliario. Nosotros ofrecemos servicios de construcción personalizados y de alta calidad, desde diseño hasta entrega de llaves. Me gustaría discutir cómo podemos apoyar sus proyectos actuales o futuros. ¿Podríamos conversar un poco más sobre esto vía WhatsApp o perhaps en una reunión en Playa del Carmen? Recrea Construction Riviera Maya",2026-03-14T01:29:16.610Z
Medium,general,false,false,false,Posada Mariposa,,info@posada-mariposa.com,9848733886,http://www.posada-mariposa.com,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6317465,-87.0687773",https://www.openstreetmap.org/node/851946874,Send intro email to info@posada-mariposa.com,"Hola Posada Mariposa, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con sede en la Riviera Maya. Entendemos que como hotel en Playa del Carmen, la búsqueda de servicios de construcción de alta calidad es fundamental para mantener y mejorar sus instalaciones. En Recrea Construction ofrecemos servicios de construcción personalizados, desde diseño hasta entrega de llaves, para satisfacer las necesidades únicas de su negocio. Me gustaría conversar sobre cómo podemos apoyar a Posada Mariposa | Hotel en sus proyectos de construcción. ¿Podríamos agendar una reunión o conversar por WhatsApp para explorar cómo podemos colaborar? Recrea Construction Riviera Maya",2026-03-14T01:29:17.410Z
High,work,false,false,true,El Patio Condohotel,,condohotelelpatio@tiscalinet.it,9848733886,http://www.condohotelelpatio.it,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, residential, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6320476,-87.0685517",https://www.openstreetmap.org/node/851946961,Email condohotelelpatio@tiscalinet.it — offer construction quote for their project,"Hola El Patio Condohotel, espero que se encuentren bien en Playa del Carmen. Me dirijo a ustedes porque entendemos que como desarrolladores de proyectos inmobiliarios, la búsqueda de los mejores socios para llevar a cabo sus visiones es crucial. En Recrea Construction, nos especializamos en ofrecer soluciones de construcción de alta calidad en la Riviera Maya. Nos gustaría ofrecerles una cotización gratuita y personalizada para su proyecto en curso. Si están interesados, podemos discutir los detalles a través de WhatsApp o programar una reunión en su conveniencia. Por favor, no duden en hacernos saber cómo podemos ayudar. Recrea Construction Riviera Maya",2026-03-14T01:29:18.498Z
Medium,general,false,false,false,Posada El Refugio,,,9848030988,,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6316842,-87.0686966",https://www.openstreetmap.org/node/851947120,Call 9848030988 — ask for decision maker,"Hola Posada El Refugio, espero que estén bien en Playa del Carmen. Me dirijo a ustedes porque nos gustaría explorar cómo podemos ayudar a su hotel a mantener su belleza y funcionalidad. En Recrea Construction, nos especializamos en ofrecer servicios de construcción y remodelación de alta calidad en la Riviera Maya. Nos encantaría saber más sobre sus proyectos actuales y futuros para ver cómo podemos colaborar. ¿Les gustaría discutir más a través de WhatsApp o reunirnos en persona para explorar cómo podemos ayudar a Posada El Refugio? Recrea Construction Riviera Maya",2026-03-14T01:29:19.620Z
Medium,general,false,false,false,Hacienda Mariposa,,info@posada-mariposa.com,9848794139,http://www.posada-mariposa.com,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6315538,-87.0690024",https://www.openstreetmap.org/node/851947157,Send intro email to info@posada-mariposa.com,"Hola Hacienda Mariposa, espero que estén teniendo un excelente día en Playa del Carmen. Me dirijo a ustedes porque nos gustaría presentar los servicios de Recrea Construction, una empresa de construcción premium en la Riviera Maya. Entendemos la importancia de contar con espacios de alta calidad para sus huéspedes y estamos aquí para ayudarles a lograrlo. Nuestros servicios van desde la construcción de hoteles y resorts hasta la renovación y diseño de interiores. Me encantaría tener la oportunidad de hablar con ustedes más a fondo sobre cómo podemos ayudar a Hacienda Mariposa. ¿Podríamos agendar una reunión o hablar por WhatsApp para discutir más detalles? 
Recrea Construction Riviera Maya",2026-03-14T01:29:20.245Z
Medium,general,false,false,false,Plaza del Sol,,,,,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.630874,-87.0694456",https://www.openstreetmap.org/node/851947198,Visit Google Maps listing to get contact info,"Estimado Plaza del Sol, espero que se encuentre bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con presencia en la Riviera Maya. Entendemos que como parte del equipo de Plaza del Sol | Hotel en Playa del Carmen, está siempre en búsqueda de oportunidades para mejorar y expandir sus instalaciones. Nosotros ofrecemos servicios de construcción personalizados y de alta calidad que podrían ser de interés para su negocio. Me gustaría conversar con usted sobre cómo podemos ayudar a Plaza del Sol a alcanzar sus objetivos. ¿Podríamos agendar una reunión o conversar por WhatsApp para discutir más a fondo? 

Recrea Construction Riviera Maya",2026-03-14T01:29:21.138Z
Medium,general,false,false,false,Casa Ticul,,info@casaticul.com,9842673501,https://www.casaticul.com/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6360241,-87.0657833",https://www.openstreetmap.org/node/852103457,Send intro email to info@casaticul.com,"Hola Casa Ticul, espero que estén teniendo un excelente día en Playa del Carmen. Me dirijo a ustedes porque entendemos que como parte del sector hotelero en la región, la calidad y el detalle en la construcción son fundamentales. En Recrea Construction, nos especializamos en ofrecer servicios de construcción premium en la Riviera Maya, diseñados para satisfacer las necesidades más exigentes de nuestros clientes. Nos encantaría explorar cómo podemos apoyar a Casa Ticul | Hotel en sus proyectos actuales o futuros. ¿Podríamos programar una reunión o intercambiar mensajes por WhatsApp para discutir más a fondo? 

Recrea Construction Riviera Maya",2026-03-14T01:29:21.955Z
Medium,general,false,false,false,Suites Las Quintas,,,9848730120,,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6255069,-87.0803582",https://www.openstreetmap.org/node/855100088,Call 9848730120 — ask for decision maker,"Hola Suites Las Quintas, espero que estén teniendo un excelente día en Playa del Carmen. Me dirijo a ustedes porque entendemos que como hotel en la zona, es importante contar con un socio de construcción confiable para cualquier proyecto de renovación o expansión. En Recrea Construction nos especializamos en brindar servicios de construcción de alta calidad en la Riviera Maya. Nos encantaría explorar cómo podemos apoyar a Suites Las Quintas en sus necesidades de construcción. ¿Les gustaría discutir más a fondo sobre cómo podemos ayudarles? Pueden responder a este mensaje de WhatsApp o programar una reunión con nosotros. 

Recrea Construction Riviera Maya",2026-03-14T01:29:22.899Z
Medium,general,false,false,false,La Tortuga Hotel & Spa,,info@hotellatortuga.com,9848731484,http://www.hotellatortuga.com,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6289133,-87.0719259",https://www.openstreetmap.org/node/857993414,Send intro email to info@hotellatortuga.com,"Estimado equipo de La Tortuga Hotel & Spa, espero que se encuentren bien en Playa del Carmen. Me dirijo a ustedes porque entendemos que como hotel en la Riviera Maya, es fundamental contar con instalaciones de alta calidad y mantenimiento para ofrecer la mejor experiencia a sus huéspedes. En Recrea Construction, ofrecemos servicios de construcción y remodelación premium, diseñados para satisfacer las necesidades específicas de la industria hotelera. Me gustaría conversar con ustedes sobre cómo podemos apoyar a La Tortuga Hotel & Spa en sus proyectos de construcción o remodelación. ¿Podríamos agendar una reunión o conversar por WhatsApp para explorar oportunidades de colaboración? Recrea Construction Riviera Maya",2026-03-14T01:29:24.082Z
Medium,general,false,false,false,El Campanario,,info@hotellasgolondrinas.com,+52 9848731139,https://www.hotellasgolondrinas.com/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.629118,-87.0731369",https://www.openstreetmap.org/node/857993418,Send intro email to info@hotellasgolondrinas.com,"Hola El Campanario, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium en la Riviera Maya. Entendemos que como parte del equipo de El Campanario | Hotel en Playa del Carmen, está constantemente buscando formas de mejorar y expandir sus instalaciones. En Recrea, ofrecemos servicios de construcción personalizados y de alta calidad que podrían ser de gran valor para su negocio. Me gustaría tener la oportunidad de discutir cómo podemos apoyar a El Campanario en sus proyectos de construcción actuales y futuros. ¿Le gustaría agendar una reunión o conversar un poco más sobre esto a través de WhatsApp? 

Recrea Construction Riviera Maya",2026-03-14T01:29:25.095Z
Medium,general,false,false,false,Hacienda Maria Bonita,,mariabonitareservations@gmail.com,9848732049,https://www.hotelmariabonitariviera.com/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6278059,-87.0726679",https://www.openstreetmap.org/node/857993427,Send intro email to mariabonitareservations@gmail.com,"Hola Hacienda Maria Bonita, espero que estén bien en Playa del Carmen. Me dirijo a ustedes porque entendemos que como hotel, la calidad y el lujo son fundamentales para ofrecer una experiencia única a sus huéspedes. En Recrea Construction, nos especializamos en construcción de alta gama en la Riviera Maya y nos encantaría explorar cómo podemos ayudar a Hacienda Maria Bonita a mejorar o expandir sus instalaciones. ¿Le gustaría discutir algunas ideas vía WhatsApp o reunirse para conocer más sobre nuestros servicios? Estamos aquí para ayudar. Recrea Construction Riviera Maya",2026-03-14T01:29:26.002Z
Medium,general,false,false,false,Posada Papagayo,,posadapapagayo@hotmail.com,+52 984 873 2497,,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.625746,-87.0754957",https://www.openstreetmap.org/node/857993433,Send intro email to posadapapagayo@hotmail.com,"Hola Posada Papagayo, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con sede en la Riviera Maya. Entendemos que como hotel en Playa del Carmen, la calidad y el detalle son fundamentales para ofrecer una experiencia excepcional a sus huéspedes. En Recrea Construction, ofrecemos servicios de construcción personalizados y de alta calidad, desde diseño hasta entrega de proyectos. Me gustaría conocer más sobre sus necesidades y objetivos, y explorar cómo podemos ayudar a Posada Papagayo a mejorar o expandir sus instalaciones. ¿Podríamos programar una reunión o conversar por WhatsApp para discutir más a fondo? Recrea Construction Riviera Maya",2026-03-14T01:29:26.837Z
Medium,general,false,false,false,Hacienda Real del Caribe,,info@hotelhaciendarealdelcaribe.com,9848030487,https://www.hotelhaciendarealdelcaribe.com/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6272636,-87.0729527",https://www.openstreetmap.org/node/857993444,Send intro email to info@hotelhaciendarealdelcaribe.com,"Hola Hacienda Real del Caribe, espero que se encuentren bien en Playa del Carmen. Me dirijo a ustedes porque creo que nuestros servicios de construcción premium en la Riviera Maya podrían ser de gran valor para su hotel. En Recrea Construction nos especializamos en proyectos personalizados y de alta calidad, desde diseño hasta entrega de llaves. Me gustaría conocer más sobre sus necesidades y ver cómo podemos ayudar. ¿Podrían estar disponibles para una reunión o podríamos conversar más por WhatsApp? Estoy a su disposición. Atentamente, Recrea Construction Riviera Maya",2026-03-14T01:29:27.886Z
Medium,general,false,false,false,El Elefante,,,9848730262,,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6273802,-87.0732349",https://www.openstreetmap.org/node/857998303,Call 9848730262 — ask for decision maker,"Hola El Elefante, espero que esté bien. Me dirijo a usted desde Recrea Construction, una empresa de construcción premium con base en la Riviera Maya. Entendemos que como parte de El Elefante | Hotel en Playa del Carmen, la búsqueda de soluciones de construcción de alta calidad es fundamental para su negocio. En Recrea Construction, nos especializamos en ofrecer servicios de construcción personalizados y de lujo. Me gustaría conocer más sobre sus proyectos actuales y explorar cómo podemos apoyarlo. ¿Le gustaría conversar un poco más sobre esto vía WhatsApp o reunirnos en Playa del Carmen? Recrea Construction Riviera Maya",2026-03-14T01:29:28.756Z
Medium,general,false,false,false,Los Itzaes,,reserva@itzaes.com,9848732397,http://www.itzaes.com,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6260876,-87.0740018",https://www.openstreetmap.org/node/858894317,Send intro email to reserva@itzaes.com,"Hola Los Itzaes, espero que se encuentren bien en Playa del Carmen. Me dirijo a ustedes porque entendemos que como parte del equipo de Los Itzaes | Hotel, están siempre en busca de soluciones de construcción de alta calidad para sus proyectos. En Recrea Construction, nos especializamos en ofrecer servicios de construcción premium en la Riviera Maya, desde diseño hasta entrega de llaves. Nos encantaría explorar cómo podemos apoyar a su equipo en sus próximos proyectos. ¿Les gustaría discutir más a fondo sobre cómo podemos ayudar? Pueden responder a este mensaje en WhatsApp o podemos programar una reunión en su conveniencia. Recrea Construction Riviera Maya",2026-03-14T01:29:29.392Z
High,work,false,false,true,Villa del Mar,,info@hotelvilladelmar.com,9848730863,https://hotelvilladelmar.com/,Playa del Carmen,Quintana Roo,Mexico,,Hotel,"hospitality, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.6243693,-87.0752849",https://www.openstreetmap.org/node/858894548,Email info@hotelvilladelmar.com — offer construction quote for their project,"Hola Villa del Mar, espero que todo vaya bien en su proyecto de construcción en Playa del Carmen. En Recrea Construction nos especializamos en llevar a cabo proyectos de alta calidad en la Riviera Maya. Me gustaría ofrecerle una cotización gratuita y personalizada para su proyecto, para asegurarnos de que se ajuste a sus necesidades y presupuesto. Si está interesado, podemos hablar más a fondo por WhatsApp o programar una reunión en su hotel en Playa del Carmen. Por favor, no dude en hacérmelo saber. Atentamente, Recrea Construction Riviera Maya",2026-03-14T01:29:30.101Z
Medium,broker,true,false,false,RE/MAX,,,,,Playa del Carmen,Quintana Roo,Mexico,,Real Estate Agency,"real-estate, openstreetmap",,0,,OpenStreetMap,"https://maps.google.com/?q=20.630052,-87.071256",https://www.openstreetmap.org/node/858997353,Visit Google Maps listing to get contact info,"Hola RE/MAX, espero que estén teniendo un excelente día en Playa del Carmen. Me dirijo a ustedes porque entendemos el valor de la colaboración entre profesionales de la construcción y agentes inmobiliarios en la Riviera Maya. En Recrea Construction, nos gustaría explorar oportunidades de trabajo conjunto, ofreciéndoles una comisión de referencia por cada cliente que nos derive. Esto podría ser beneficioso para ambas partes, ya que podríamos ayudar a sus clientes a encontrar la propiedad de sus sueños. Me encantaría discutir más a fondo cómo podemos trabajar juntos. ¿Podríamos programar una reunión o conversar por WhatsApp? Recrea Construction Riviera Maya",2026-03-14T01:29:30.943Z
